vid,artist,album,title,len,display_genre,display_mood,display_category,genre,mood,category,instruments,artist_url,artist_channel_url,license_type,downloadable,download_url,favorite,popularity_percentile,is_new_track,track_url,streamid,reference_vid,fp_ref_id,waveform_url
b78978e07ed15583,None,None,Animal Growl ,17.516,"",,動物聲,None,,Animals,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=b78978e07ed15583,FALSE,72,FALSE,"",xV59tXi3UAveO4Sw8RsTZWUOBPJ3tsNeEhvd2JI1JmA0fJ1fWfupN2ecEyH1MuLn,b78978e07ed15583,b78978e07ed15583,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCOiEARIWChBiNzg5NzhlMDdlZDE1NTgzEAAYAg%3D%3D&sigh=s_sKFPpcYrgiS_1Ybw8AkQ
0174eccda0d69c8d,None,None,Animal Hiss And Rattle,22.983,"",,動物聲,None,,Animals,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=0174eccda0d69c8d,FALSE,0,FALSE,"",xvriDQ-ks8lMnk6PvbHaB6ijugbqub-aCsBELB4_t0FucOrUVfZU9HAuPUzkPukp,0174eccda0d69c8d,0174eccda0d69c8d,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCPCrARIWChAwMTc0ZWNjZGEwZDY5YzhkEAAYAg%3D%3D&sigh=-Wnk8E6EdW36DaY8BU3PiQ
5c038e158ecfc369,None,None,Animal Panting ,19.85,"",,動物聲,None,,Animals,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=5c038e158ecfc369,FALSE,38,FALSE,"",QsmY2UPk36FgBVFngNo5dXxyCid7OcLBxV7EZMkaUMNfbpxbiU6QZ0CEbmgsn_KG,5c038e158ecfc369,5c038e158ecfc369,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCLiUARIWChA1YzAzOGUxNThlY2ZjMzY5EAAYAg%3D%3D&sigh=rJIaz7eKQi4qX2cOsmaFmw
f6fc249f3ec14306,None,None,Animal Squealing ,17.35,"",,動物聲,None,,Animals,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=f6fc249f3ec14306,FALSE,96,FALSE,"",ixhd41a27MNVuPvL8tldQhs72YK1BXKjTns7Rx1BEs4Pt-NNg0w2k5oaGTV-Yle8,f6fc249f3ec14306,f6fc249f3ec14306,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCOiEARIWChBmNmZjMjQ5ZjNlYzE0MzA2EAAYAg%3D%3D&sigh=9tRkIqeIJB8iz3MAXQSLgg
9f69c6fd0ace5cd9,None,None,Arcade Room,33.116,"",,環境音,None,,Ambiences,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=9f69c6fd0ace5cd9,FALSE,63,FALSE,"",MhoDUQNyUDN1Ojq_1_dLkHkmjxJOesUrKEu31gZuKJJexbLQAZBCfra2-pbhr0Qx,9f69c6fd0ace5cd9,9f69c6fd0ace5cd9,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCOiBAhIWChA5ZjY5YzZmZDBhY2U1Y2Q5EAAYAg%3D%3D&sigh=0ItjUwQgkOWaCpACXTj1cg
f6f7ff37d82c8170,None,None,Arm Movement on Desk,22.25,"",,動作音,None,,Foley,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=f6f7ff37d82c8170,FALSE,96,FALSE,"",TKIt1G9pah74rGLA8o88uyRd3UvAg_bLZY3sEY9DpColJLh4q7bTnDH_gYOwVzoz,f6f7ff37d82c8170,f6f7ff37d82c8170,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCPCrARIWChBmNmY3ZmYzN2Q4MmM4MTcwEAAYAg%3D%3D&sigh=NlKBOtPFqpojl81oF18DSw
42bfee10d2a27cd9,None,None,Assorted Computer Sounds,76.383,"",,警報聲,None,,Alarms,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=42bfee10d2a27cd9,FALSE,28,FALSE,"",Dw1HPiFNdGzHWle1h7Ns-PstR2Qj4Zj0261cjmeDN7j9dnDlpE_r7c8sQbOmD5tR,42bfee10d2a27cd9,42bfee10d2a27cd9,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCODRBBIWChA0MmJmZWUxMGQyYTI3Y2Q5EAAYAg%3D%3D&sigh=QT7DP4HNuvvpbnziGv7G7Q
129938394d5d7315,None,None,Auto Bullets Flyby - Short,2.683,"",,武器音效,None,,Weapons,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=129938394d5d7315,FALSE,7,FALSE,"",dxn6nF0VrkhU_QMP7uMEipJQG9NjW-H3N6hdG29O2BmWFyF_wrMTixJBFJyrTBO9,129938394d5d7315,129938394d5d7315,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRobCNAPEhYKEDEyOTkzODM5NGQ1ZDczMTUQABgC&sigh=EigwVJfNbpuQMPz9JSZAqQ
5f4fed8dec9f5ee0,None,None,Automatic Gun,34.95,"",,武器音效,None,,Weapons,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=5f4fed8dec9f5ee0,FALSE,39,FALSE,"",Wb4MVvUr-HJwpZ84ajF4VfQCkU05AGktBu2IpHAb2sNGJAxCs7r1Kk6qPa79KfsC,5f4fed8dec9f5ee0,5f4fed8dec9f5ee0,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRocCNCJAhIWChA1ZjRmZWQ4ZGVjOWY1ZWUwEAAYAg%3D%3D&sigh=Z8orBRuFpK5hGHfQ1rAPXA
5767bb7425c11fa3,None,None,Babies Coo,11.416,"",,人的聲音,None,,Human Voices,"","",,0,TRUE,https://www.youtube.com/audiolibrary_download?vid=5767bb7425c11fa3,FALSE,36,FALSE,"",uT3qKQFnVdpf0O3vhdgK8Wys1c7YgUQi__8t2CX3MEI6Q_TMok34luTzzMfpuJKq,5767bb7425c11fa3,5767bb7425c11fa3,https://www.youtube.com/api/editor/waveform?expire=1588492800&if=0&scale=10&editlist=Cgh3YXZlZm9ybRobCPhVEhYKEDU3NjdiYjc0MjVjMTFmYTMQABgC&sigh=Mjicikv_BBzwZbGQuoLavw
